,Name,Sector,Name_of_post,Place of posting,Actual Post,Category,Open_for_UG,Open_for_PG,CTC_PG,CGPA_Requirement,Total_vacancies,PPO or not ,Applied Mathematics,Computer Science,electronic,electrical ,Mechanical,Chemical,Architecture and planning,Process,Biotechnology,Chemistry,Civil ,Geological,Geophysical ,Metallurgical,Physics,Polymer Science,Production and Industrial ,Pulp & Paper,Unnamed: 28,number_of_people,CTC_UG,CTC Remark,CGPA Requirement
130,Capital Dynamics e-Business Developer,Finance,e-Business Developer,,Software,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']","['Advanced Chemical Analysis', 'Alternate Hydro Energy Systems', 'Applied Geology', 'Applied Mathematics', 'Architecture and Planning', 'Biotechnology', 'Building Technology', 'CAD,CAM & Robotics', 'Chemistry', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Control & Guidance', 'Corrosion Engineering', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geological Technology', 'Geomatics Engineering', 'Geophysical Technology', 'Geophysical Technology', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydroelectric System Engineering and Management', 'Hydrology', 'Hydrology', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'M.sc Industrial Mathematics and Informatics', 'M.Sc. Economics', 'M.Sc. Mathematics', 'M.Tech. Bioprocess Engineering', 'Machine Design Engineering', 'Management and Business Administration', 'Master of Computer Application', 'Master of Urban and Rural Planning', 'Materials Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Packaging Technology', 'Physics', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'Pulp & Paper Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",-,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,,9.27 Lacs INR,,
132,Busigence: Data Engineer,IT,Data Engineer: Big Data,Delhi NCR & Haryana,Data science,A,"['Applied Mathematics', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Mechanical Engineering', 'Physics']",,-,-,-,placement,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,20.0 Lacs INR,Not Mentioned,Not Mentioned
133,Tata Motors for UG,Core Engineering,"Graduate Engineer Trainee (GET),Territory Field Manager",Anywhere In India,Core,B,"['Electrical Engineering', 'Electronics & Communication Engineering', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Production and Industrial Engineering']",,-,-,-,placement,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,11,0.0 Lacs INR,5 lakhs p.a FIXED,Not Mentioned
134,Stat Decision Labs,Consultancy,Digital Marketing Analyst/Data Analyst/Marketing Executive,,Analyst,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",['Management and Business Administration'],-,6.25,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,8.0 Lacs INR,,
135,Zemoso Technologies Pvt. Ltd.,IT,Software Engineer,Hyderabad,Software,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Engineering Physics', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']",,-,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,6,7.39 Lacs INR,Not Mentioned,Not Mentioned
136,Axtria India Pvt. Ltd,Consultancy,Analyst,,Analyst,A,"['Applied Mathematics', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Chemistry', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Geological Technology', 'Geophysical Technology', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology']",,-,-,-,placement,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,13,5,7.0 Lacs INR,,
137,General Electric,Core Engineering,Edison Engineer,,Software,A,"['Applied Mathematics', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Production and Industrial Engineering']","['Advanced Chemical Analysis', 'Alternate Hydro Energy Systems', 'Applied Geology', 'Applied Mathematics', 'Biotechnology', 'Building Technology', 'CAD,CAM & Robotics', 'Chemistry', 'Communication Systems', 'Computer Aided Process Plant Design', 'Computer Science & Engineering', 'Control & Guidance', 'Corrosion Engineering', 'Disaster Mitigation and Management', 'Electric Drives and Power Electronics', 'Environmental Engineering', 'Environmental Management of Rivers and Lakes', 'Geological Technology', 'Geomatics Engineering', 'Geophysical Technology', 'Geophysical Technology', 'Geotechnical Engineering', 'Ground Water Hydrology', 'Hydraulics Engineering', 'Hydrology', 'Industrial Metallurgy', 'Industrial Pollution Abatement', 'Industrial Safety and Hazards Management', 'Information Technology', 'Infrastructure Systems', 'Instrumentation and Signal Processing', 'Irrigation Water Management', 'M.sc Industrial Mathematics and Informatics', 'M.Sc. Economics', 'M.Sc. Mathematics', 'M.Tech. Bioprocess Engineering', 'Machine Design Engineering', 'Materials Engineering', 'Micro Electronic and VLSI', 'Nanotechnology', 'Packaging Technology', 'Physics', 'Power System Engineering', 'Production & Industrial Systems Engineering', 'Pulp & Paper Engineering', 'RF and Microwave Engineering', 'Seismic Vulnerability & Risk Assessment', 'Semiconductor Design and VLSI Technology', 'Soil Dynamics', 'Solid State Electronic Materials', 'Structural Dynamics', 'Structural Engineering', 'Surface Water Hydrology', 'System and Control', 'System Modelling and Control', 'Thermal Engineering', 'Thermal Systems Engineering', 'Transportation Engineering', 'Water Resources Development', 'Watershed Management', 'Welding Engineering']",8.5 Lacs INR,-,-,placement,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,16,,7.5 Lacs INR,,
138,Steel Strips Wheel Limited,Core Engineering,Management Trainee,,Core,B,"['Electrical Engineering', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Production and Industrial Engineering']",,-,-,-,placement,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,6.0 Lacs INR,,
139,Tata Communications Ltd.,Core Engineering,GCP Engineering Trainee,Pune,Core,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']",,10.0 Lacs INR,-,-,placement,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10.0 Lacs INR,Not Mentioned,Not Mentioned
140,vConstruct Pvt.Ltd,Core Engineering,VDC Engineer,,Core,B,"['Architecture and Planning', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures']","['Architecture and Planning', 'Master of Urban and Rural Planning', 'Structural Dynamics', 'Structural Engineering']",-,-,-,placement,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,5.5 Lacs INR,,
141,Denfab Engineers,Core Engineering,Design Engineer,Delhi NCR & Haryana,Core,B,"['Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures']",['Structural Engineering'],4.5 Lacs INR,-,-,placement,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4.5 Lacs INR,Not Mentioned,Not Mentioned
142,Hero MotoCorp Ltd (UG),Core Engineering,Graduate Engineer Trainee,Jaipur ,Core,B,"['Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Production and Industrial Engineering']",,-,6.0,-,placement,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,6.5 Lacs INR,Not Mentioned,6
143,Hero Motocorp Ltd (PG),Core Engineering,Post Graduate Engineer Trainee,,Core,A,,"['CAD,CAM & Robotics', 'Machine Design Engineering', 'Production & Industrial Systems Engineering', 'Thermal Engineering', 'Welding Engineering']",9.05 Lacs INR,6.0,-,placement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-,,
144,Sears Final Portal,Consultancy,-,Hyderabad,Analyst,A,"['Applied Mathematics', 'Architecture and Planning', 'B. Tech. (Chemical Engineering) and M. Tech. (Hydrocarbon Engineering)', 'B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'B. Tech. (Process Engineering) and M.B.A.', 'B.Tech. (Chemical Engineering) with M.Tech. (Computer Aided Process Plant Design)', 'B.Tech. (Mechanical Engineering) and M.Tech. (Thermal Engineering)', 'Biotechnology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Civil Engineering with specialisation in Structures', 'Civil Engineering with specialisation in Structures', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering', 'Geological Technology', 'Geophysical Technology', 'Mechanical Engineering', 'Metallurgical & Materials Engineering', 'Metallurgy Dual', 'Physics', 'Polymer Science and Technology', 'Polymer Science and Technology', 'Production and Industrial Engineering', 'Pulp & Paper Technology']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Electric Drives and Power Electronics', 'Information Technology', 'Instrumentation and Signal Processing', 'Micro Electronic and VLSI', 'Power System Engineering', 'RF and Microwave Engineering', 'Semiconductor Design and VLSI Technology', 'System and Control', 'System Modelling and Control']",-,-,-,placement,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,6,-,Not Mentioned,Not Mentioned
145,Samsung Noida,IT,Engineer,Delhi NCR & Haryana,Software,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']",,-,7.0,-,placement,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,19.0 Lacs INR,Not Mentioned,7
146,Edfora Infotech Pvt Ltd,IT,Software Developer,Delhi NCR & Haryana,Software,A,"['Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']",,-,6.0,-,placement,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24.0 Lacs INR,Not Mentioned,6
147,Schlumberger Software,Core Engineering,Software Engineer,Pune,Software,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Information Technology', 'Micro Electronic and VLSI', 'RF and Microwave Engineering', 'Semiconductor Design and VLSI Technology']",-,-,-,placement,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14.0 Lacs INR,Not Mentioned,Not Mentioned
148,Nvidia Software,IT,Software,Bangalore,Software,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Electric Drives and Power Electronics', 'Information Technology', 'Instrumentation and Signal Processing', 'Micro Electronic and VLSI', 'Power System Engineering', 'RF and Microwave Engineering', 'Semiconductor Design and VLSI Technology', 'System and Control', 'System Modelling and Control']",15.91 Lacs INR,-,-,placement,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14.28 Lacs INR,Not Mentioned,Not Mentioned
149,Nvidia Hardware,Core Engineering,-,Bangalore,Core,A,"['B. Tech. (Computer Science & Engineering) and M. Tech. (Information Technology)', 'B. Tech. (Electrical Engineering) and M.Tech. (Power Electronics)', 'B. Tech. (Electronics & Communication Engineering) and M. Tech. (Wireless Communication)', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics & Communication Engineering']","['Communication Systems', 'Computer Science & Engineering', 'Control & Guidance', 'Electric Drives and Power Electronics', 'Information Technology', 'Instrumentation and Signal Processing', 'Micro Electronic and VLSI', 'Power System Engineering', 'RF and Microwave Engineering', 'Semiconductor Design and VLSI Technology', 'System and Control', 'System Modelling and Control']",15.91 Lacs INR,-,-,placement,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14.28 Lacs INR,Not Mentioned,Not Mentioned
